machine_id,timestamp,temperature_c,pressure_bar,voltage_mean_v,rotation_mean_rpm,pieces_produced
MACH-01,2025-06-02 21:00:00,46.94,196.704,227.27,1494.2,55
MACH-01,2025-06-02 22:00:00,47.16,195.228,226.23,1469.3,19
MACH-01,2025-06-02 23:00:00,48.32,194.857,228.32,1497.9,34
MACH-01,2025-06-03 00:00:00,50.45,196.963,227.23,1451.0,19
MACH-01,2025-06-03 01:00:00,49.09,196.133,227.71,1485.5,25
MACH-01,2025-06-03 02:00:00,50.56,195.145,227.03,1482.1,17
MACH-01,2025-06-03 03:00:00,50.88,196.575,227.58,1508.6,24
MACH-01,2025-06-03 04:00:00,51.21,198.845,227.77,1497.9,26
MACH-01,2025-06-03 05:00:00,55.6,198.893,229.89,1560.6,53
MACH-01,2025-06-03 06:00:00,52.53,198.105,228.3,1571.5,50
MACH-01,2025-06-03 07:00:00,55.63,198.925,228.75,1512.2,47
MACH-01,2025-06-03 08:00:00,52.35,196.822,228.43,1530.3,47
MACH-01,2025-06-03 09:00:00,50.39,197.04,228.65,1526.2,46
MACH-01,2025-06-03 10:00:00,49.68,197.283,227.48,1497.9,48
MACH-01,2025-06-03 11:00:00,48.43,196.992,228.19,1514.0,46
MACH-01,2025-06-03 12:00:00,47.25,195.502,227.81,1510.3,46
MACH-01,2025-06-03 13:00:00,45.25,193.459,227.61,1498.7,48
MACH-01,2025-06-03 14:00:00,44.16,196.392,226.76,1456.8,44
MACH-01,2025-06-03 15:00:00,43.14,194.917,225.67,1480.6,48
MACH-01,2025-06-03 16:00:00,42.46,194.721,226.46,1487.4,48
MACH-01,2025-06-03 17:00:00,44.41,194.402,226.09,1488.3,40
MACH-01,2025-06-03 18:00:00,43.74,194.836,226.35,1474.9,41
MACH-01,2025-06-03 19:00:00,44.91,195.148,226.57,1489.0,48
MACH-01,2025-06-03 20:00:00,45.98,194.4,227.85,1506.5,56
MACH-01,2025-06-03 21:00:00,45.82,195.485,227.81,1515.2,46
MACH-01,2025-06-03 22:00:00,45.59,193.812,226.06,1494.5,27
MACH-01,2025-06-03 23:00:00,47.52,196.259,227.87,1453.8,23
MACH-01,2025-06-04 00:00:00,47.83,196.38,228.22,1460.8,24
MACH-01,2025-06-04 01:00:00,50.23,196.302,228.62,1489.6,25
MACH-01,2025-06-04 02:00:00,49.19,195.529,228.37,1478.7,20
MACH-01,2025-06-04 03:00:00,50.71,196.21,227.65,1495.0,26
MACH-01,2025-06-04 04:00:00,51.53,198.608,228.92,1507.7,25
MACH-01,2025-06-04 05:00:00,55.92,199.181,229.88,1524.3,50
MACH-01,2025-06-04 06:00:00,53.84,197.201,228.93,1520.3,46
MACH-01,2025-06-04 07:00:00,52.15,197.361,229.32,1516.7,46
MACH-01,2025-06-04 08:00:00,52.24,197.925,229.1,1488.2,47
MACH-01,2025-06-04 09:00:00,51.54,198.816,228.1,1516.2,49
MACH-01,2025-06-04 10:00:00,51.07,198.282,228.72,1519.3,50
MACH-01,2025-06-04 11:00:00,46.6,196.423,227.32,1505.1,41
MACH-01,2025-06-04 12:00:00,45.44,195.608,227.42,1494.7,47
MACH-01,2025-06-04 13:00:00,46.05,196.362,227.03,1506.1,54
MACH-01,2025-06-04 14:00:00,42.98,193.679,226.76,1486.8,39
MACH-01,2025-06-04 15:00:00,44.46,194.911,227.17,1498.1,46
MACH-01,2025-06-04 16:00:00,43.27,193.417,226.79,1469.3,43
MACH-01,2025-06-04 17:00:00,45.75,195.542,227.38,1477.3,50
MACH-01,2025-06-04 18:00:00,44.48,193.599,226.58,1479.5,44
MACH-01,2025-06-04 19:00:00,45.99,194.25,226.85,1497.9,41
MACH-01,2025-06-04 20:00:00,48.19,195.72,227.34,1503.4,61
MACH-01,2025-06-04 21:00:00,47.8,197.199,227.44,1513.2,46
MACH-01,2025-06-04 22:00:00,45.64,195.736,227.91,1458.8,22
MACH-01,2025-06-04 23:00:00,45.32,195.269,225.9,1462.6,18
MACH-01,2025-06-05 00:00:00,48.28,196.535,228.81,1449.7,24
MACH-01,2025-06-05 01:00:00,48.94,196.564,227.22,1475.6,23
MACH-01,2025-06-05 02:00:00,52.15,196.601,228.32,1505.2,24
MACH-01,2025-06-05 03:00:00,50.82,196.555,227.98,1511.7,24
MACH-01,2025-06-05 04:00:00,51.62,194.855,228.4,1483.7,19
MACH-01,2025-06-05 05:00:00,53.93,198.742,228.62,1531.9,42
MACH-01,2025-06-05 06:00:00,55.41,197.891,230.41,1531.6,51
MACH-01,2025-06-05 07:00:00,52.21,197.614,228.12,1501.5,37
MACH-01,2025-06-05 08:00:00,54.39,196.982,228.29,1517.2,53
MACH-01,2025-06-05 09:00:00,48.67,197.727,227.93,1501.1,44
MACH-01,2025-06-05 10:00:00,48.88,196.7,227.37,1510.5,40
MACH-01,2025-06-05 11:00:00,48.79,197.504,227.76,1500.8,49
MACH-01,2025-06-05 12:00:00,47.61,195.038,227.77,1491.9,53
MACH-01,2025-06-05 13:00:00,46.03,194.64,227.34,1483.5,46
MACH-01,2025-06-05 14:00:00,47.81,195.117,226.81,1490.5,52
MACH-01,2025-06-05 15:00:00,44.76,194.54,226.13,1462.4,45
MACH-01,2025-06-05 16:00:00,43.36,193.933,226.83,1499.1,48
MACH-01,2025-06-05 17:00:00,44.55,193.724,227.41,1506.3,54
MACH-01,2025-06-05 18:00:00,45.05,194.963,227.6,1506.4,49
MACH-01,2025-06-05 19:00:00,44.72,193.423,227.21,1490.5,46
MACH-01,2025-06-05 20:00:00,46.03,194.587,227.45,1491.8,46
MACH-01,2025-06-05 21:00:00,46.35,196.704,227.49,1489.1,41
MACH-01,2025-06-05 22:00:00,45.72,193.778,227.35,1496.8,26
MACH-01,2025-06-05 23:00:00,47.4,195.373,226.77,1443.6,15
MACH-01,2025-06-06 00:00:00,49.46,197.152,227.03,1477.1,24
MACH-01,2025-06-06 01:00:00,51.52,195.059,227.72,1479.9,19
MACH-01,2025-06-06 02:00:00,51.64,197.43,227.99,1466.4,22
MACH-01,2025-06-06 03:00:00,51.1,195.823,228.28,1506.8,21
MACH-01,2025-06-06 04:00:00,52.11,197.291,227.47,1483.1,26
MACH-01,2025-06-06 05:00:00,53.53,196.997,229.61,1535.0,47
MACH-01,2025-06-06 06:00:00,55.6,197.413,229.17,1498.4,51
MACH-01,2025-06-06 07:00:00,53.18,196.222,228.61,1528.8,48
MACH-01,2025-06-06 08:00:00,51.41,196.448,228.82,1487.9,42
MACH-01,2025-06-06 09:00:00,50.78,198.137,228.58,1478.2,40
MACH-01,2025-06-06 10:00:00,51.06,197.695,227.72,1541.3,49
MACH-01,2025-06-06 11:00:00,50.0,195.952,228.74,1526.0,55
MACH-01,2025-06-06 12:00:00,44.96,192.959,227.59,1505.0,44
MACH-01,2025-06-06 13:00:00,44.66,194.403,227.23,1487.3,47
MACH-01,2025-06-06 14:00:00,45.67,195.43,226.82,1494.4,47
MACH-01,2025-06-06 15:00:00,43.25,193.993,228.23,1523.5,55
MACH-01,2025-06-06 16:00:00,43.81,192.867,226.9,1536.6,41
MACH-01,2025-06-06 17:00:00,41.47,195.474,227.45,1501.6,49
MACH-01,2025-06-06 18:00:00,44.1,193.72,226.73,1507.2,50
MACH-01,2025-06-06 19:00:00,45.86,195.06,226.85,1507.3,50
MACH-01,2025-06-06 20:00:00,45.83,195.119,225.67,1526.8,50
MACH-01,2025-06-06 21:00:00,46.59,195.598,226.44,1478.1,46
MACH-01,2025-06-06 22:00:00,44.51,196.219,226.89,1463.6,19
MACH-01,2025-06-06 23:00:00,46.02,196.39,227.96,1481.7,17
MACH-01,2025-06-07 00:00:00,47.24,195.77,227.84,1499.8,19
MACH-01,2025-06-07 01:00:00,50.83,196.629,226.49,1467.9,29
MACH-01,2025-06-07 02:00:00,50.25,195.07,227.35,1479.5,23
MACH-01,2025-06-07 03:00:00,51.58,197.706,227.72,1507.0,25
MACH-01,2025-06-07 04:00:00,51.39,196.106,228.73,1495.9,27
MACH-01,2025-06-07 05:00:00,55.09,198.417,228.91,1533.3,50
MACH-01,2025-06-07 06:00:00,55.19,197.747,228.66,1518.1,43
MACH-01,2025-06-07 07:00:00,53.96,197.126,229.22,1537.9,47
MACH-01,2025-06-07 08:00:00,52.5,195.874,228.27,1529.8,48
MACH-01,2025-06-07 09:00:00,51.93,196.664,228.86,1497.7,39
MACH-01,2025-06-07 10:00:00,50.48,196.306,227.53,1505.6,45
MACH-01,2025-06-07 11:00:00,50.0,197.453,227.3,1524.1,53
MACH-01,2025-06-07 12:00:00,48.11,196.512,227.07,1522.6,58
MACH-01,2025-06-07 13:00:00,45.06,195.354,227.94,1511.9,52
MACH-01,2025-06-07 14:00:00,45.03,195.125,227.26,1519.7,48
MACH-01,2025-06-07 15:00:00,45.62,193.438,226.51,1463.2,56
MACH-01,2025-06-07 16:00:00,45.93,193.109,226.72,1502.3,47
MACH-01,2025-06-07 17:00:00,44.89,195.988,227.04,1514.1,49
MACH-01,2025-06-07 18:00:00,42.19,194.876,225.71,1481.3,47
MACH-01,2025-06-07 19:00:00,45.23,195.077,226.73,1488.1,46
MACH-01,2025-06-07 20:00:00,44.63,195.43,227.87,1497.7,38
MACH-01,2025-06-07 21:00:00,48.49,195.965,228.31,1473.6,49
MACH-01,2025-06-07 22:00:00,45.87,194.688,226.32,1486.3,21
MACH-01,2025-06-07 23:00:00,47.63,194.533,225.9,1471.0,24
MACH-01,2025-06-08 00:00:00,48.82,194.271,227.41,1459.2,15
MACH-01,2025-06-08 01:00:00,49.44,196.599,227.31,1451.2,20
MACH-01,2025-06-08 02:00:00,48.04,195.282,227.21,1460.4,14
MACH-01,2025-06-08 03:00:00,50.72,196.57,229.0,1459.4,9
MACH-01,2025-06-08 04:00:00,50.19,195.403,228.92,1467.0,9
MACH-01,2025-06-08 05:00:00,49.28,196.4,227.39,1457.1,10
MACH-01,2025-06-08 06:00:00,49.17,196.358,227.85,1471.8,12
MACH-01,2025-06-08 07:00:00,48.74,195.124,226.99,1437.8,9
MACH-01,2025-06-08 08:00:00,47.28,196.094,226.76,1466.0,18
MACH-01,2025-06-08 09:00:00,46.23,194.414,227.01,1493.2,12
MACH-01,2025-06-08 10:00:00,45.92,195.761,228.09,1470.1,17
MACH-01,2025-06-08 11:00:00,42.83,194.57,226.53,1445.7,6
MACH-01,2025-06-08 12:00:00,42.26,192.959,225.85,1415.1,6
MACH-01,2025-06-08 13:00:00,42.33,193.515,226.55,1435.9,15
MACH-01,2025-06-08 14:00:00,40.17,192.196,225.13,1429.9,9
MACH-01,2025-06-08 15:00:00,40.56,194.166,225.71,1425.3,15
MACH-01,2025-06-08 16:00:00,39.39,193.886,224.99,1400.5,12
MACH-01,2025-06-08 17:00:00,36.57,192.546,224.77,1413.5,2
MACH-01,2025-06-08 18:00:00,41.01,192.491,224.75,1450.8,12
MACH-01,2025-06-08 19:00:00,40.49,193.104,226.13,1401.3,7
MACH-01,2025-06-08 20:00:00,41.73,193.141,225.75,1420.6,13
MACH-01,2025-06-08 21:00:00,43.25,194.254,225.56,1448.5,11
MACH-01,2025-06-08 22:00:00,44.11,194.833,226.52,1421.2,10
MACH-01,2025-06-08 23:00:00,44.37,195.059,226.66,1454.1,10
MACH-01,2025-06-09 00:00:00,49.98,196.382,226.78,1469.6,26
MACH-01,2025-06-09 01:00:00,51.05,196.367,227.47,1497.5,27
MACH-01,2025-06-09 02:00:00,50.08,197.301,227.52,1484.1,23
MACH-01,2025-06-09 03:00:00,50.98,196.495,228.35,1495.7,17
MACH-01,2025-06-09 04:00:00,52.55,196.991,227.59,1521.1,24
MACH-01,2025-06-09 05:00:00,55.01,199.477,229.59,1550.2,48
MACH-01,2025-06-09 06:00:00,54.1,199.718,228.07,1526.4,45
MACH-01,2025-06-09 07:00:00,53.92,198.607,228.41,1532.4,50
MACH-01,2025-06-09 08:00:00,53.18,198.104,228.47,1537.9,48
MACH-01,2025-06-09 09:00:00,51.17,197.215,227.92,1503.8,44
MACH-01,2025-06-09 10:00:00,47.63,196.37,227.36,1480.8,40
MACH-01,2025-06-09 11:00:00,49.51,196.513,228.42,1523.2,53
MACH-01,2025-06-09 12:00:00,46.79,195.057,227.42,1547.8,49
MACH-01,2025-06-09 13:00:00,48.34,194.158,226.23,1456.0,43
MACH-01,2025-06-09 14:00:00,45.48,196.089,225.26,1505.1,48
MACH-01,2025-06-09 15:00:00,43.12,193.339,226.61,1491.1,54
MACH-01,2025-06-09 16:00:00,44.22,193.179,227.13,1527.5,49
MACH-01,2025-06-09 17:00:00,43.43,194.243,226.28,1498.6,48
MACH-01,2025-06-09 18:00:00,44.25,195.143,226.79,1472.8,47
MACH-01,2025-06-09 19:00:00,46.23,193.418,226.95,1490.5,46
MACH-01,2025-06-09 20:00:00,45.47,194.465,226.76,1501.8,50
MACH-01,2025-06-09 21:00:00,47.89,194.707,226.76,1512.9,44
MACH-01,2025-06-09 22:00:00,46.09,195.1,226.81,1453.4,24
MACH-01,2025-06-09 23:00:00,46.84,195.064,226.22,1462.0,16
MACH-01,2025-06-10 00:00:00,47.49,195.795,227.1,1505.5,23
MACH-01,2025-06-10 01:00:00,50.3,197.608,227.58,1512.1,24
MACH-01,2025-06-10 02:00:00,51.65,195.849,227.42,1445.4,19
MACH-01,2025-06-10 03:00:00,49.95,197.234,228.28,1513.3,20
MACH-01,2025-06-10 04:00:00,51.38,195.662,228.36,1499.2,26
MACH-01,2025-06-10 05:00:00,53.45,198.259,228.24,1537.0,47
MACH-01,2025-06-10 06:00:00,54.5,198.406,229.16,1532.7,52
MACH-01,2025-06-10 07:00:00,53.3,196.545,228.34,1560.3,46
MACH-01,2025-06-10 08:00:00,54.55,197.424,228.15,1529.2,52
MACH-01,2025-06-10 09:00:00,50.31,198.198,227.18,1537.5,47
MACH-01,2025-06-10 10:00:00,50.09,197.357,228.82,1520.7,45
MACH-01,2025-06-10 11:00:00,47.41,195.704,227.57,1532.6,53
MACH-01,2025-06-10 12:00:00,47.26,196.13,227.98,1496.1,43
MACH-01,2025-06-10 13:00:00,44.44,194.731,227.6,1508.1,43
MACH-01,2025-06-10 14:00:00,45.69,195.763,226.45,1495.4,49
MACH-01,2025-06-10 15:00:00,45.09,194.925,226.95,1505.5,48
MACH-01,2025-06-10 16:00:00,42.89,193.376,226.75,1481.3,43
MACH-01,2025-06-10 17:00:00,43.03,196.113,226.36,1484.9,42
MACH-01,2025-06-10 18:00:00,46.06,195.093,226.86,1518.4,44
MACH-01,2025-06-10 19:00:00,46.96,196.529,226.56,1466.3,53
MACH-01,2025-06-10 20:00:00,47.82,195.828,227.56,1490.7,50
MACH-01,2025-06-10 21:00:00,47.75,196.632,228.91,1525.1,57
MACH-01,2025-06-10 22:00:00,45.55,194.017,227.14,1493.8,24
MACH-01,2025-06-10 23:00:00,48.97,194.904,226.79,1487.8,34
MACH-01,2025-06-11 00:00:00,46.64,194.756,227.26,1456.3,20
MACH-01,2025-06-11 01:00:00,49.97,195.103,228.51,1452.3,22
MACH-01,2025-06-11 02:00:00,50.58,196.628,228.63,1489.2,24
MACH-01,2025-06-11 03:00:00,53.18,196.226,228.29,1494.1,26
MACH-01,2025-06-11 04:00:00,53.1,198.373,228.21,1523.8,25
MACH-01,2025-06-11 05:00:00,56.71,198.845,229.04,1533.0,49
MACH-01,2025-06-11 06:00:00,54.62,196.788,229.46,1532.1,52
MACH-01,2025-06-11 07:00:00,53.78,199.026,229.56,1517.8,49
MACH-01,2025-06-11 08:00:00,54.02,197.164,229.29,1528.4,48
MACH-01,2025-06-11 09:00:00,50.31,196.464,227.25,1510.2,44
MACH-01,2025-06-11 10:00:00,49.58,197.805,228.09,1501.8,40
MACH-01,2025-06-11 11:00:00,47.2,195.296,226.53,1525.4,41
MACH-01,2025-06-11 12:00:00,47.14,196.626,227.9,1525.9,47
MACH-01,2025-06-11 13:00:00,46.83,195.039,227.33,1500.6,52
MACH-01,2025-06-11 14:00:00,43.22,195.285,226.79,1528.9,44
MACH-01,2025-06-11 15:00:00,45.63,193.259,226.57,1497.0,50
MACH-01,2025-06-11 16:00:00,45.11,194.166,226.28,1505.5,55
MACH-01,2025-06-11 17:00:00,42.95,194.021,226.94,1453.5,40
MACH-01,2025-06-11 18:00:00,44.78,195.449,227.99,1477.2,52
MACH-01,2025-06-11 19:00:00,44.32,194.164,225.65,1484.9,43
MACH-01,2025-06-11 20:00:00,46.48,194.196,226.2,1498.5,43
MACH-01,2025-06-11 21:00:00,48.77,194.856,226.94,1496.4,54
MACH-01,2025-06-11 22:00:00,47.37,194.529,228.0,1460.3,21
MACH-01,2025-06-11 23:00:00,48.94,196.769,226.77,1460.2,31
MACH-01,2025-06-12 00:00:00,48.39,192.67,227.37,1464.6,16
MACH-01,2025-06-12 01:00:00,49.54,196.362,227.69,1484.7,23
MACH-01,2025-06-12 02:00:00,51.49,194.484,228.29,1495.2,24
MACH-01,2025-06-12 03:00:00,53.53,195.149,227.55,1470.6,27
MACH-01,2025-06-12 04:00:00,53.02,196.632,228.21,1498.1,29
MACH-01,2025-06-12 05:00:00,54.86,197.374,229.36,1527.0,50
MACH-01,2025-06-12 06:00:00,56.18,197.224,228.18,1503.3,46
MACH-01,2025-06-12 07:00:00,53.23,197.228,228.48,1541.3,55
MACH-01,2025-06-12 08:00:00,53.06,196.524,228.48,1527.2,52
MACH-01,2025-06-12 09:00:00,52.94,196.102,228.55,1536.1,54
MACH-01,2025-06-12 10:00:00,50.6,195.067,228.18,1523.2,52
MACH-01,2025-06-12 11:00:00,49.61,196.768,228.19,1520.2,54
MACH-01,2025-06-12 12:00:00,46.27,196.872,227.61,1507.3,42
MACH-01,2025-06-12 13:00:00,47.53,194.01,227.43,1512.8,48
MACH-01,2025-06-12 14:00:00,44.76,195.776,226.72,1481.5,42
MACH-01,2025-06-12 15:00:00,43.26,195.219,227.1,1512.9,43
MACH-01,2025-06-12 16:00:00,43.68,193.446,226.56,1480.9,43
MACH-01,2025-06-12 17:00:00,45.11,195.256,226.6,1497.0,50
MACH-01,2025-06-12 18:00:00,45.73,194.458,227.86,1537.1,45
MACH-01,2025-06-12 19:00:00,44.15,196.114,226.33,1494.0,48
MACH-01,2025-06-12 20:00:00,46.74,194.835,226.36,1489.6,44
MACH-01,2025-06-12 21:00:00,47.05,194.889,227.01,1511.1,47
MACH-01,2025-06-12 22:00:00,46.09,194.909,226.72,1463.7,21
MACH-01,2025-06-12 23:00:00,46.95,196.304,226.66,1472.0,22
MACH-01,2025-06-13 00:00:00,48.4,195.196,226.6,1502.0,23
MACH-01,2025-06-13 01:00:00,51.28,196.744,227.48,1496.0,23
MACH-01,2025-06-13 02:00:00,48.87,198.214,227.89,1467.7,21
MACH-01,2025-06-13 03:00:00,52.37,196.994,227.77,1483.7,24
MACH-01,2025-06-13 04:00:00,52.83,196.061,227.57,1495.9,18
MACH-01,2025-06-13 05:00:00,54.65,197.461,228.77,1513.5,48
MACH-01,2025-06-13 06:00:00,53.26,198.296,229.36,1529.1,47
MACH-01,2025-06-13 07:00:00,53.55,197.664,227.77,1540.7,45
MACH-01,2025-06-13 08:00:00,52.77,195.418,228.99,1539.9,53
MACH-01,2025-06-13 09:00:00,52.36,196.691,227.35,1521.1,49
MACH-01,2025-06-13 10:00:00,49.97,198.045,227.87,1506.4,49
MACH-01,2025-06-13 11:00:00,46.61,194.88,227.69,1522.2,50
MACH-01,2025-06-13 12:00:00,49.15,195.133,227.34,1520.5,52
MACH-01,2025-06-13 13:00:00,47.97,195.299,227.27,1480.4,48
MACH-01,2025-06-13 14:00:00,45.52,195.975,226.63,1491.6,40
MACH-01,2025-06-13 15:00:00,44.53,194.696,226.78,1492.0,47
MACH-01,2025-06-13 16:00:00,44.55,194.049,226.78,1468.4,49
MACH-01,2025-06-13 17:00:00,40.74,194.02,226.28,1460.4,44
MACH-01,2025-06-13 18:00:00,44.85,194.247,226.38,1496.8,42
MACH-01,2025-06-13 19:00:00,44.71,193.806,226.95,1483.7,48
MACH-01,2025-06-13 20:00:00,47.77,195.35,227.55,1500.1,57
MACH-01,2025-06-13 21:00:00,49.06,195.173,228.24,1520.3,49
MACH-01,2025-06-13 22:00:00,47.76,195.151,227.57,1489.3,25
MACH-01,2025-06-13 23:00:00,47.13,194.846,225.83,1473.7,23
MACH-01,2025-06-14 00:00:00,48.97,195.904,226.68,1492.1,25
MACH-01,2025-06-14 01:00:00,50.43,195.469,228.04,1480.1,17
MACH-01,2025-06-14 02:00:00,53.06,196.134,228.35,1507.0,26
MACH-01,2025-06-14 03:00:00,50.36,196.447,228.03,1490.1,22
MACH-01,2025-06-14 04:00:00,51.26,197.109,228.23,1488.3,27
MACH-01,2025-06-14 05:00:00,57.13,198.889,228.67,1509.6,52
MACH-01,2025-06-14 06:00:00,55.05,197.037,230.12,1534.9,41
MACH-01,2025-06-14 07:00:00,54.87,198.218,228.66,1526.4,43
MACH-01,2025-06-14 08:00:00,52.01,198.06,229.09,1502.2,57
MACH-01,2025-06-14 09:00:00,52.45,195.656,227.8,1528.6,53
MACH-01,2025-06-14 10:00:00,50.2,197.508,227.99,1513.2,49
MACH-01,2025-06-14 11:00:00,49.32,197.439,228.31,1530.8,55
MACH-01,2025-06-14 12:00:00,45.73,195.086,227.31,1518.0,45
MACH-01,2025-06-14 13:00:00,44.32,193.927,226.7,1491.8,43
MACH-01,2025-06-14 14:00:00,43.91,194.796,227.26,1527.4,46
MACH-01,2025-06-14 15:00:00,42.81,194.809,226.04,1518.0,42
MACH-01,2025-06-14 16:00:00,45.42,193.847,226.07,1492.5,44
MACH-01,2025-06-14 17:00:00,43.88,194.942,226.14,1484.4,48
MACH-01,2025-06-14 18:00:00,45.4,194.383,226.81,1479.4,48
MACH-01,2025-06-14 19:00:00,45.56,195.906,227.26,1509.6,55
MACH-01,2025-06-14 20:00:00,47.86,195.841,227.62,1516.9,51
MACH-01,2025-06-14 21:00:00,48.38,195.256,227.48,1476.8,51
MACH-01,2025-06-14 22:00:00,46.28,195.032,227.56,1457.9,20
MACH-01,2025-06-14 23:00:00,46.15,196.401,227.94,1500.0,27
MACH-01,2025-06-15 00:00:00,47.29,195.047,226.67,1447.1,17
MACH-01,2025-06-15 01:00:00,49.82,196.335,228.01,1448.0,9
MACH-01,2025-06-15 02:00:00,49.51,194.985,228.88,1486.1,19
MACH-01,2025-06-15 03:00:00,49.74,197.015,227.67,1473.4,10
MACH-01,2025-06-15 04:00:00,51.69,196.763,228.71,1491.0,15
MACH-01,2025-06-15 05:00:00,50.25,196.858,227.3,1441.2,10
MACH-01,2025-06-15 06:00:00,50.93,196.156,226.66,1499.2,9
MACH-01,2025-06-15 07:00:00,51.32,196.27,227.07,1474.3,17
MACH-01,2025-06-15 08:00:00,47.4,196.669,226.13,1458.4,10
MACH-01,2025-06-15 09:00:00,46.74,194.852,227.9,1473.9,17
MACH-01,2025-06-15 10:00:00,46.14,195.545,226.37,1401.7,9
MACH-01,2025-06-15 11:00:00,42.88,194.206,226.2,1451.6,6
MACH-01,2025-06-15 12:00:00,42.4,193.039,225.37,1426.2,6
MACH-01,2025-06-15 13:00:00,40.15,192.46,225.91,1416.2,9
MACH-01,2025-06-15 14:00:00,40.69,192.96,225.8,1409.3,12
MACH-01,2025-06-15 15:00:00,41.39,193.968,225.29,1441.4,15
MACH-01,2025-06-15 16:00:00,41.09,192.423,225.68,1428.2,12
MACH-01,2025-06-15 17:00:00,41.61,191.808,226.26,1421.5,17
MACH-01,2025-06-15 18:00:00,41.72,191.92,226.22,1435.3,12
MACH-01,2025-06-15 19:00:00,42.17,192.748,226.35,1447.3,5
MACH-01,2025-06-15 20:00:00,45.2,192.983,226.14,1446.9,8
MACH-01,2025-06-15 21:00:00,46.62,194.385,227.24,1466.6,8
MACH-01,2025-06-15 22:00:00,45.96,195.116,227.47,1441.3,6
MACH-01,2025-06-15 23:00:00,50.1,195.396,227.65,1482.1,14
MACH-01,2025-06-16 00:00:00,53.83,196.962,228.65,1484.5,21
MACH-01,2025-06-16 01:00:00,55.36,195.251,229.23,1455.8,20
MACH-01,2025-06-16 02:00:00,57.44,197.684,228.8,1472.3,20
MACH-01,2025-06-16 03:00:00,57.49,195.662,229.84,1459.4,19
MACH-01,2025-06-16 04:00:00,58.68,198.0,230.31,1495.4,22
